SchoolID,longitude,latitude,SchoolAddress,SchoolCity,STATE,SchoolZipCode
5050,-82.376822,31.249626,3101 State St,Waycross,GA,31503-9760
105,-82.679956,33.417986,1253 Atlanta Hwy,Warrenton,GA,30828-9114
205,-82.679965,33.417986,1253 Atlanta Hwy,Warrenton,GA,30828-9114
3050,-82.679965,33.417975,1253 Atlanta Hwy,Warrenton,GA,30828-9114
199,-82.816137,33.002808,902 Linton Rd,Sandersville,GA,31082-9429
1052,-82.803914,32.969347,420 Riddleville Rd,Sandersville,GA,31082-7644
2050,-82.788195,32.967747,285 Ridge Rd.,Sandersville,GA,31082-2701
4050,-82.788191,32.967743,285 Ridge Rd.,Sandersville,GA,31082-1856
101,-81.918189,31.617723,1 Jacket Dr,Jesup,GA,31545-7895
194,-81.91474,31.616716,475 Durrence Rd,Jesup,GA,31545-7827
294,-81.875773,31.583503,1175 S US Highway 301,Jesup,GA,31546-4754
394,-81.874999,31.624981,1206 N 4th St,Jesup,GA,31545-0912
494,-81.902816,31.616463,1425 W Orange St,Jesup,GA,31545-0717
1050,-81.875574,31.584654,1155 S US Highway 301,Jesup,GA,31546-4754
1052,-82.021391,31.48645,414 School St,Screven,GA,31560-8402
3050,-82.031526,31.670448,1 Blue Jay Drive,Odum,GA,31555-6722
104,-84.541906,32.062448,7168 Washington St,Preston,GA,31824-5232
108,-84.541906,32.062448,7168 Washington St,Preston,GA,31824-5232
1052,-82.772886,32.146736,63 S Commerce St,Alamo,GA,30411-3918
1053,-82.776619,32.153971,50 Snowhill Road,Alamo,GA,30411-3719
3052,-82.776619,32.153971,50 Snowhill Rd,Alamo,GA,30411-3719
100,-83.796107,34.611577,2696 Tesnatee Gap Valley Rd,Cleveland,GA,30528-3888
104,-83.699023,34.657229,1161 Duncan Bridge Rd,Sautee Nacoochee,GA,30571-3608
105,-83.792445,34.618003,2600 Highway 129 N,Cleveland,GA,30528-2710
109,-83.757039,34.540249,128 Horace Fitzpatrick Dr,Cleveland,GA,30528-5833
174,-83.770239,34.602676,283 Old Blairsville Rd,Cleveland,GA,30528-1133
200,-83.769982,34.598337,342 W Kytle St,Cleveland,GA,30528-1334
106,-84.984663,34.876839,1111 New Hope Rd NW,Dalton,GA,30720-6338
112,-84.917372,34.900683,3361 Crow Rd NE,Dalton,GA,30721-1022
175,-84.997392,34.876928,1651 Tunnel Hill Varnell Rd,Tunnel Hill,GA,30755-9247
199,-84.985796,34.873017,1175 New Hope Rd NW,Dalton,GA,30720-6338
206,-84.863837,34.906233,1350 Prater Mill Rd NE,Dalton,GA,30721-7271
211,-84.885226,34.771121,311 Cedar Ridge Rd SE,Dalton,GA,30721-6528
212,-84.921634,34.783065,2300 Maddox Chapel Rd NE,Dalton,GA,30721-6645
275,-84.939513,34.733138,1954 Riverbend Rd,Dalton,GA,30721-5517
475,-84.930728,34.745894,700 Hill Rd,Dalton,GA,30721-5963
575,-84.942778,34.862083,3264 Cleveland Hwy,Dalton,GA,30721-2027
675,-84.989235,34.681276,3796 S Dixie Rd,Dalton,GA,30721-4959
775,-85.050665,34.785677,"580 Lafayette Rd, SW",Rocky Face,GA,30740-9411
1050,-84.934327,34.740506,1819 Riverbend Rd,Dalton,GA,30721-5979
1052,-84.928257,34.758523,102 Hill Rd,Dalton,GA,30721-6023
1054,-84.943065,34.896436,3900 Cleveland Rd,Dalton,GA,30721-7443
2050,-84.94878,34.961022,254 Wolfe St,Cohutta,GA,30710-9138
2052,-84.94586,34.83079,2725 Cleveland Hwy,Dalton,GA,30721-8163
2054,-85.049788,34.78296,1815 Utility Rd,Rocky Face,GA,30740-9412
3050,-84.877863,34.820772,1380 Dawnville Rd NE,Dalton,GA,30721-6807
3052,-85.044924,34.845911,203 E School St,Tunnel Hill,GA,30755-9719
4050,-85.000613,34.733476,2032 Dug Gap Rd,Dalton,GA,30720-5724
4052,-84.986796,34.680768,3798 S Dixie Rd,Dalton,GA,30721-4959
101,-83.445,31.939733,1358 Ga Highway 215 S,Rochelle,GA,31079
195,-83.445,31.939733,1358 Ga Highway 215 S,Rochelle,GA,31079
201,-83.445,31.939733,1358 Ga Highway 215 S,Rochelle,GA,31079
105,-82.720769,33.729125,910 E Robert Toombs Ave,Washington,GA,30673-2050
110,-82.733895,33.760456,1182 Tignall Rd,Washington,GA,30673-2401
205,-82.725329,33.734622,109 East St,Washington,GA,30673-5330
210,-82.73413,33.760326,1180 Tignall Rd,Washington,GA,30673-2401
175,-83.199946,32.813712,12516 Ga Highway 57,Irwinton,GA,31042-2867
275,-83.212007,32.824813,11471 Ga Highway 57,Mc Intyre,GA,31054-2835
1050,-83.199955,32.813712,"12516 Georgia Highway 57, East",Irwinton,GA,31042-2815
3050,-83.213992,32.82496,11481 Ga Highway 57,Mc Intyre,GA,31054-2835
111,-83.838247,31.553676,1906 Ga Highway 313,Sylvester,GA,31791-7328
176,-83.841696,31.547608,407 W Bryant Dr,Sylvester,GA,31791-7349
193,-83.837982,31.549186,1305 N Isabella St,Sylvester,GA,31791-7308
196,-83.835846,31.549634,1304 N Isabella St,Sylvester,GA,31791-7307
197,-83.835759,31.543036,103 Eldridge St,Sylvester,GA,31791-1349
100,-84.421015,33.734026,765 Peeples St SW,Atlanta,GA,30310-2603
101,-84.364739,33.734982,685 Mercer St SE,Atlanta,GA,30312-3519
103,-84.37816,33.658974,3500 Villa Cir SE,Atlanta,GA,30354-2848
104,-84.372382,33.698284,2025 Jonesboro Rd SE,Atlanta,GA,30315-6726
105,-84.424637,33.721953,1114 Avon Ave SW,Atlanta,GA,30310-3904
106,-84.388788,33.718452,55 McDonough Blvd SE,Atlanta,GA,30315-2316
115,-84.434656,33.742016,1444 Lucile Ave SW,Atlanta,GA,30310-1217
116,-84.346979,33.775562,1246 Ponce de Leon Ave NE,Atlanta,GA,30306-4602
122,-84.36702,33.689626,660 McWilliams Rd SE,Atlanta,GA,30315-7544
123,-84.513546,33.754786,286 Wilson Mill Rd SW,Atlanta,GA,30331-4122
173,-84.395222,33.66668,3200 Latona Dr SW,Atlanta,GA,30354-2316
180,-84.530557,33.701283,1925 Niskey Lake Rd SW,Atlanta,GA,30331-6413
182,-84.503841,33.73413,3450 Benjamin E Mays Dr SW,Atlanta,GA,30331-1906
186,-84.362029,33.739829,801 Glenwood Ave SE,Atlanta,GA,30316-1813
188,-84.418973,33.715131,1461 Sylvan Rd SW,Atlanta,GA,30310-4124
192,-84.445455,33.866748,4111 Northside Pkwy NW,Atlanta,GA,30327-3015
196,-84.465626,33.717244,2326 Venetian Dr SW,Atlanta,GA,30311-3336
199,-84.39511,33.769777,531 Luckie St NW,Atlanta,GA,30313-2401
201,-84.314935,33.744978,301 E Lake Blvd SE,Atlanta,GA,30317-3152
206,-84.355163,33.732385,820 Essie Ave SE,Atlanta,GA,30316-2425
207,-84.364327,33.789958,690 Courtenay Dr NE,Atlanta,GA,30306-3421
212,-84.450997,33.756108,98 Anderson Ave NW,Atlanta,GA,30314-1820
213,-84.434716,33.741996,1448 Lucile Ave SW,Atlanta,GA,30310-1217
214,-84.36702,33.689626,660 McWilliams Rd SE,Atlanta,GA,30315-7544
215,-84.422724,33.764531,350 Temple St NW,Atlanta,GA,30314-2721
282,-84.489391,33.732776,3116 Benjamin E Mays Dr SW,Atlanta,GA,30311-2234
288,-84.387846,33.709033,1670 Benjamin Weldon Bickers Dr SE,Atlanta,GA,30315-5102
296,-84.413401,33.698096,2040 Brewer Blvd SW,Atlanta,GA,30310-5055
303,-84.455579,33.817302,2268 Adams Dr NW,Atlanta,GA,30318-1918
304,-84.513662,33.67112,3070 Fairburn Rd SW,Atlanta,GA,30331-5503
305,-84.331578,33.740575,480 Clifton St SE,Atlanta,GA,30316-1736
314,-84.450688,33.793668,1903 Drew Dr NW,Atlanta,GA,30318-3508
315,-84.420805,33.753488,45 Whitehouse Dr SW,Atlanta,GA,30314-2934
373,-84.379902,33.738571,545 Hill St SE,Atlanta,GA,30312-3003
403,-84.398465,33.675042,2930 Forrest Hills Dr SW,Atlanta,GA,30315-9027
415,-84.407871,33.843503,3260 Northside Dr NW,Atlanta,GA,30305-1910
505,-84.376071,33.735716,688 Grant St SE,Atlanta,GA,30315-1420
513,-84.525932,33.755622,4215 Bakers Ferry Rd SW,Atlanta,GA,30331-4401
515,-84.310976,33.746401,300 E Lake Blvd SE,Atlanta,GA,30317-3100
604,-84.493977,33.772625,631 Harwell Rd NW,Atlanta,GA,30318-5905
605,-84.422724,33.764531,350 Temple St NW,Atlanta,GA,30314-2721
1053,-84.449495,33.786252,1891 Johnson Rd NW,Atlanta,GA,30318-4015
1063,-84.409696,33.680697,650 Cleveland Ave SW,Atlanta,GA,30315-7904
1064,-84.489453,33.701917,3090 McMurray Dr SW,Atlanta,GA,30311-4208
1066,-84.390021,33.819436,8 Peachtree Battle Ave NW,Atlanta,GA,30305-4110
1208,-84.38096,33.746622,211 Memorial Dr SE,Atlanta,GA,30312-2021
1409,-84.489874,33.698898,3099 Panther Trl SW,Atlanta,GA,30311-5423
1410,-84.478633,33.788809,1190 Northwest Dr NW,Atlanta,GA,30318-4515
1411,-84.478635,33.788817,1190 Northwest Dr NW,Atlanta,GA,30318-4515
1412,-84.361938,33.670838,800 Hutchens Rd SE,Atlanta,GA,30354-2502
1413,-84.388854,33.718467,55 McDonough Blvd SE,Atlanta,GA,30315-2316
1414,-84.4123,33.761016,"225 James P. Brawley Drive, NW",Atlanta,GA,30314-4301
1415,-84.443737,33.772062,20 Evelyn Way NW,Atlanta,GA,30318-6418
1416,-84.440252,33.731987,1625 Westhaven Dr SW,Atlanta,GA,30311-0000
1417,-84.374589,33.768238,386 Pine St NE,Atlanta,GA,30308-2532
1418,-84.447934,33.774615,1890 Donald Lee Hollowell Pkwy NW,Atlanta,GA,30318-4800
1419,-84.498338,33.793859,1445 Maynard Rd NW,Atlanta,GA,30331-1109
1421,-84.498754,33.769581,3399 Collier Dr NW,Atlanta,GA,30331-1525
1560,-84.378413,33.831795,285 Sheridan Dr NE,Atlanta,GA,30305-3136
1563,-84.362704,33.78231,774 Virginia Ave NE,Atlanta,GA,30306-3631
1567,-84.375477,33.858193,370 Old Ivy Rd NE,Atlanta,GA,30342-4546
1664,-84.353398,33.796968,1053 E Rock Springs Rd NE,Atlanta,GA,30306-3047
2053,-84.41572,33.829723,2741 Howell Mill Rd NW,Atlanta,GA,30327-1331
2062,-84.372475,33.757208,112 Boulevard NE,Atlanta,GA,30312-1610
2560,-84.405622,33.730813,897 Welch St SW,Atlanta,GA,30310-2149
2563,-84.42282,33.873375,1325 Mount Paran Rd NW,Atlanta,GA,30327-3705
2564,-84.340075,33.769614,586 Candler Park Dr NE,Atlanta,GA,30307-1605
2569,-84.48963,33.739625,570 Lynhurst Dr SW,Atlanta,GA,30311-2204
2664,-84.331106,33.745978,256 Clifton St SE,Atlanta,GA,30317-2123
3051,-84.46359,33.735588,2257 Bolling Brook Dr SW,Atlanta,GA,30311-2556
3057,-84.491681,33.678641,3181 Hogan Rd SW,Atlanta,GA,30331-2803
3065,-84.478823,33.748707,301 Peyton Rd SW,Atlanta,GA,30311-2133
3067,-84.406287,33.832556,2875 Northside Dr NW,Atlanta,GA,30305-2807
3559,-84.517216,33.697058,3935 Rux Rd SW,Atlanta,GA,30331-5056
3566,-84.471136,33.803599,1752 Hollywood Rd NW,Atlanta,GA,30318-3410
4056,-84.392404,33.682719,2672 Old Hapeville Rd SW,Atlanta,GA,30315-8210
4058,-84.468082,33.761131,225 Hamilton E Holmes Dr NW,Atlanta,GA,30318-7421
4063,-84.4218,33.748409,1040 Fair St SW,Atlanta,GA,30314-3113
4066,-84.391957,33.718472,1320 Pryor Rd SW,Atlanta,GA,30315-2214
4560,-84.371318,33.780562,929 Charles Allen Dr NE,Atlanta,GA,30309-4204
5051,-84.364603,33.716318,200 Cassanova St SE,Atlanta,GA,30315-4208
5066,-84.38275,33.728165,970 Martin St SE,Atlanta,GA,30315-1933
5067,-84.354775,33.704296,1820 Henry Thomas Dr SE,Atlanta,GA,30315-5614
5558,-84.401286,33.741286,500 Whitehall Ter SW,Atlanta,GA,30312-2432
5562,-84.388666,33.71503,21 Thirkield Ave SW,Atlanta,GA,30315-3505
5566,-84.442468,33.75364,1625 Martin Luther King Jr Dr NW,Atlanta,GA,30314-2207
5567,-84.328181,33.754894,65 Rogers St NE,Atlanta,GA,30317-1018
110,-85.118121,33.712685,2440 Crosstown Pkwy,Bremen,GA,30110-5433
201,-85.1387,33.717767,504 Georgia Ave S,Bremen,GA,30110-2122
209,-85.118121,33.712685,2440 Crosstown Pkwy,Bremen,GA,30110-5433
2050,-85.152924,33.728722,206 Lakeview Dr,Bremen,GA,30110-1539
100,-83.991522,34.129504,2705 Robert Bell Pkwy,Buford,GA,30518-2528
104,-83.986934,34.13246,2750 Sawnee Ave,Buford,GA,30518-2500
191,-83.989248,34.118169,2455 Buford Hwy,Buford,GA,30518
196,-83.995844,34.134831,2500 Sawnee Ave,Buford,GA,30518-2590
292,-83.991125,34.127535,2700 Robert Bell Pkwy,Buford,GA,30518-2530
205,-84.956389,34.498482,399 S River St,Calhoun,GA,30701-2158
405,-84.935182,34.493229,101 Raymond King Dr,Calhoun,GA,30701-9142
3050,-84.955814,34.499408,355 S River St,Calhoun,GA,30701-2158
106,-85.084107,33.559303,151 Tom Reeves Dr,Carrollton,GA,30117-4291
193,-85.08543,33.562334,401 Ben Scott Blvd,Carrollton,GA,30117-4353
1050,-85.081123,33.566281,201 Trojan Dr,Carrollton,GA,30117
1550,-85.080941,33.559042,510 Ben Scott Blvd,Carrollton,GA,30117-4350
177,-84.811834,34.149507,315 Etowah Dr,Cartersville,GA,30120-4072
191,-84.813191,34.148779,340 Old Mill Rd,Cartersville,GA,30120-4152
277,-84.822755,34.134761,825 Douthit Ferry Rd,Cartersville,GA,30120-6401
2050,-84.790452,34.16997,320 E Church St,Cartersville,GA,30120-3312
111,-85.296603,34.870882,300 Crescent Ave,Chickamauga,GA,30707-1405
211,-85.29523,34.869994,105 Lee Cir,Chickamauga,GA,30707-1426
1050,-85.296063,34.871821,210 Crescent Ave,Chickamauga,GA,30707-1440
104,-83.462031,34.195467,395 Minish Dr,Commerce,GA,30529-3034
105,-83.475488,34.187656,7690 Jefferson Rd,Commerce,GA,30529-4239
112,-83.464352,34.198062,272 Lakeview Dr,Commerce,GA,30529-2632
1050,-83.461993,34.193427,825 Lakeview Dr,Commerce,GA,30529-3031
101,-84.949157,34.791769,1500 Hale Bowen Dr,Dalton,GA,30721-2566
105,-84.956437,34.771078,100 Bogle St,Dalton,GA,30721-3279
110,-84.963244,34.772193,104 Fort Hill Ter,Dalton,GA,30721-3152
173,-84.975128,34.781011,708 Trammell St,Dalton,GA,30720-8745
201,-84.937789,34.791973,1250 Cross Plains Trl,Dalton,GA,30721-8688
301,-84.973256,34.772155,405 School St,Dalton,GA,30720-4269
1050,-84.973317,34.755131,501 Central Ave,Dalton,GA,30720-5253
1052,-84.949645,34.775606,1116 Roan St,Dalton,GA,30721-3810
4050,-84.986009,34.779432,1500 Manley St,Dalton,GA,30720-4088
105,-84.306058,33.763711,175 Mead Rd,Decatur,GA,30030-3622
112,-84.30559,33.755537,101 5th Ave,Decatur,GA,30030-4809
115,-84.30642,33.783264,758 Scott Blvd,Decatur,GA,30030-2357
212,-84.289735,33.776059,440 E Ponce de Leon Ave,Decatur,GA,30030-1937
405,-84.28968,33.765077,510 Avery St,Decatur,GA,30030-3809
505,-84.296142,33.782489,155 Erie Ave,Decatur,GA,30030-1861
506,-84.283591,33.769791,2617 Talley St,Decatur,GA,30030-5367
1552,-84.299283,33.767782,220 W College Ave,Decatur,GA,30030-5232
3050,-84.296952,33.770882,310 N McDonough St,Decatur,GA,30030-3339
102,-82.921873,32.568743,1501 N Jefferson St,Dublin,GA,31021-6460
112,-82.922309,32.551358,1100 Edgewood Dr,Dublin,GA,31021-5522
211,-82.945344,32.545916,1127 Hillcrest Pkwy,Dublin,GA,31021-3555
312,-82.901938,32.525856,911 Martin Luther King Jr Dr,Dublin,GA,31021-5064
412,-82.92716,32.539298,1405 W Moore St,Dublin,GA,31021-4127
104,-83.808272,34.304754,170 Barn St,Gainesville,GA,30501-8945
110,-83.806825,34.311301,1581 Community Way,Gainesville,GA,30501-2581
193,-83.845232,34.303312,852 Century Pl,Gainesville,GA,30501-3065
204,-83.863845,34.288736,1145 McEver Rd,Gainesville,GA,30504-3933
211,-83.872886,34.247857,4260 Mundy Mill Parkway,Gainesville,GA,30504-0000
2050,-83.823079,34.323482,1340 Enota Ave NE,Gainesville,GA,30501-1918
2550,-83.813689,34.300131,695 Fair St,Gainesville,GA,30501-4618
3050,-83.843857,34.299769,830 Century Pl,Gainesville,GA,30501-3002
101,-83.589786,34.120094,100 Dragon Dr,Jefferson,GA,30549-9033
107,-83.586756,34.120545,99 Dragon Dr,Jefferson,GA,30549-2722
174,-83.582048,34.122242,575 Washington St,Jefferson,GA,30549-1018
3050,-83.585726,34.123471,415 Hoschton St,Jefferson,GA,30549-2770
101,-84.585716,33.947973,1171 Whitlock Ave SW,Marietta,GA,30064-1932
104,-84.526672,33.986251,840 Sawyer Rd,Marietta,GA,30062-2263
106,-84.525552,33.944649,311 Aviation Rd SE,Marietta,GA,30060-2463
188,-84.578135,33.943508,325 Manning Rd SW,Marietta,GA,30064-3044
194,-84.559026,33.917434,120 Saine Dr SW,Marietta,GA,30008-3878
203,-84.557594,33.954867,121 Winn St NW,Marietta,GA,30064-2255
207,-84.530615,33.953397,729 Lawrence St NE,Marietta,GA,30060-2143
294,-84.517565,33.972013,1205 Merritt Rd,Marietta,GA,30062-3251
303,-84.527596,33.944135,340 Aviation Rd SE,Marietta,GA,30060-2464
408,-84.554863,33.946048,377 Henry Dr SW,Marietta,GA,30064-3419
2052,-84.532221,33.949044,105 Park St SE,Marietta,GA,30060-2324
3050,-84.56529,33.937684,500 Redwood Dr SW,Marietta,GA,30064-3615
5052,-84.562439,33.956653,344 Polk St NW,Marietta,GA,30064-2308
108,-83.73644,34.644465,1963 Tom Bell Rd,Cleveland,GA,30528-2937
110,-84.748696,33.403946,14 Saint John Cir,Newnan,GA,30265-1020
120,-84.446224,33.615769,1745 Phoenix Blvd Ste 100,Atlanta,GA,30349-5534
121,-84.300151,33.612848,2750 Forest Pkwy,Ellenwood,GA,30294-3521
212,-84.53502,34.161575,2126 Sixes Rd,Canton,GA,30114-8162
412,-84.089443,33.999313,2763 Meadow Church Rd Ste 208,Duluth,GA,30097-4989
612,-84.328033,33.745889,1807 Memorial Dr SE,Atlanta,GA,30317-2103
613,-83.415063,33.972792,2415 Jefferson Rd Ste B,Athens,GA,30607-1228
614,-84.314322,34.058953,1335 Northmeadow Pkwy Ste 100,Roswell,GA,30076-4949
615,-83.245736,30.868943,2171 E Park Ave,Valdosta,GA,31602-4436
616,-82.095488,33.248647,5073 Storey Mill Rd,Hephzibah,GA,30815-4815
617,-84.414463,33.577547,6479 Church St,Riverdale,GA,30274-2040
618,-82.065057,32.395059,210 South College Street,Metter,GA,30439-4510
103,-81.774291,32.453594,1718 Northside Dr E,Statesboro,GA,30458-2137
210,-84.725319,31.560745,18637 Hartford St,Edison,GA,39846-5605
310,-84.475767,33.685525,2575 Dodson Dr,East Point,GA,30344-6637
410,-84.51378,33.762993,3712 Martin Luther King Jr Dr SW,Atlanta,GA,30331-3674
610,-84.588537,33.296576,6675 Highway 16,Senoia,GA,30276-3345
611,-83.662239,32.824877,1870 Pio Nono Ave,Macon,GA,31204-6143
612,-84.617051,31.763017,185 Pecan St,Shellman,GA,39886-2548
613,-84.220486,33.940057,186 Hunter St,Norcross,GA,30071
614,-84.461188,33.291842,119 Price Rd,Brooks,GA,30205-1812
615,-84.354659,33.715924,1049 Custer Avenue SE,Atlanta,GA,30316-3100
616,-84.354654,33.715916,1049 Custer Avenue SE,Atlanta,GA,30316-3100
617,-84.444495,33.675227,1706 Washington Rd,East Point,GA,30344-4116
618,-82.16606,33.553704,4575 Blanchard Woods Dr,Evans,GA,30809-5903
619,-84.54327,33.899572,2144 S Cobb Dr SE,Smyrna,GA,30080-1348
620,-84.22825,33.969304,3705 Engineering Dr,Peachtree Corners,GA,30092-2878
621,-84.425391,33.746681,1150 Westview Dr SW,Atlanta,GA,30310-1326
623,-83.728355,32.938716,5665 New Forsyth Rd,Macon,GA,31210-5770
624,-84.532985,30.929364,2501 Vada Rd,Bainbridge,GA,39817-8232
628,-84.416323,33.691904,2295 Springdale Cir SW,Atlanta,GA,30315-6107
630,-84.156089,31.376509,260 E Walton St,Baconton,GA,31716-7706
111,-84.16474,31.112788,720 Barrow Ave SW,Pelham,GA,31779-5523
201,-84.155423,31.124785,209 Mathewson Ave SW,Pelham,GA,31779-2113
3050,-84.160317,31.116972,534 Barrow Ave SW,Pelham,GA,31779-5521
105,-85.206777,34.265885,8 S Elm St SW,Rome,GA,30165-4002
173,-85.210708,34.277385,409 Lavender Dr NW,Rome,GA,30165-2261
193,-85.152507,34.286954,1000 Veterans Memorial Hwy NE,Rome,GA,30161-4973
275,-85.160575,34.23355,1502 Dean Ave SE,Rome,GA,30161-7104
293,-85.14899,34.287571,1020 Veterans Memorial Hwy NE,Rome,GA,30161-4973
376,-85.180666,34.241224,24 E Main St SW,Rome,GA,30161-4671
377,-85.154628,34.258627,3 Watters St SE,Rome,GA,30161-5568
2054,-85.232513,34.270339,5 Brown Fox Dr SW,Rome,GA,30165-3501
100,-83.711112,33.65993,439 Annie P Henderson Dr,Social Circle,GA,30025-2896
103,-83.729478,33.659166,154 Alcova Dr,Social Circle,GA,30025-4350
200,-83.72037,33.65765,240A W Hightower Trl,Social Circle,GA,30025-2716
300,-83.729484,33.65917,154 Alcova Dr,Social Circle,GA,30025-4350
3050,-83.971004,30.840255,117 Glenwood Dr,Thomasville,GA,31792-4662
3052,-83.973847,30.842946,100 N Hansell St,Thomasville,GA,31792-4669
4050,-83.983754,30.83081,520 Fletcher St,Thomasville,GA,31792-6438
4052,-83.971058,30.840683,315 S Hansell St,Thomasville,GA,31792-4601
5050,-83.968863,30.824963,1006 S Broad St,Thomasville,GA,31792-6701
101,-85.324954,34.538449,919 Allgood St Ste 1,Trion,GA,30753-1305
201,-85.324954,34.538448,919 Allgood St Ste 2,Trion,GA,30753-1305
301,-85.324964,34.538448,919 Allgood St Ste 3,Trion,GA,30753-1305
101,-83.283997,30.898878,3686 Lake Laurie Dr,Valdosta,GA,31605-7925
103,-83.291131,30.867501,110 Burton St,Valdosta,GA,31602-1719
106,-83.234488,30.822811,1450 Howell Rd,Valdosta,GA,31601-2403
117,-83.267838,30.824994,930 Lake Park Rd,Valdosta,GA,31601-6151
195,-83.250692,30.86536,2015 E Park Ave,Valdosta,GA,31602-4418
273,-83.234582,30.869131,4590 Inner Perimeter Rd,Valdosta,GA,31601-2436
309,-83.297699,30.836995,821 W Gordon St,Valdosta,GA,31601-3736
1052,-83.263731,30.859496,1610 Lakeland Ave,Valdosta,GA,31602-3412
173,-82.410557,32.243553,2200 McIntosh St,Vidalia,GA,30474-6136
273,-82.426366,32.227911,901 North St W,Vidalia,GA,30474-3503
2050,-82.39854,32.221062,800 North St E,Vidalia,GA,30474-4047
5050,-82.403168,32.205423,205 Waters Dr,Vidalia,GA,30474-4411
1893,-84.239995,33.80257,890 N Indian Creek Dr,Clarkston,GA,30021-2228
1894,-83.668877,32.847522,2895 Vineville Ave,Macon,GA,31204-2831
1895,-85.349041,34.096023,232 Perry Farm Rd SW,Cave Spring,GA,30124-3018
104,-84.551062,33.60078,5651 Stonewall Tell Rd,College Park,GA,30349-2462
205,-83.781559,31.92562,130 Haralson Rd,Cordele,GA,31015-5358
298,-82.006013,33.391175,3481 Mike Padgett Hwy,Augusta,GA,30906-3887
405,-84.852357,32.527566,7700 Chattsworth Rd,Midland,GA,31820-4022
414,-84.05508,33.686634,2165 Chambers Dr NW,Conyers,GA,30012-3401
598,-83.553036,32.829365,4160 Riggins Mill Rd,Macon,GA,31217-5400
898,-83.152446,32.180001,176 Freaman Graham Blvd,Eastman,GA,31023-8047
1498,-82.006027,33.391272,3485 Mike Padgett Hwy,Augusta,GA,30906-3815
1698,-84.308468,33.434827,11850 Hastings Bridge Rd,Hampton,GA,30228-6276
1798,-81.952421,32.142098,3609 Bill Hodges Rd,Claxton,GA,30417-6235
1898,-84.852354,32.527568,7700 Chattsworth Rd,Midland,GA,31820-4022
1998,-84.928194,34.789685,2735 Underwood Rd NE,Dalton,GA,30721-7499
2098,-84.276128,33.691695,2946 Clifton Springs Rd,Decatur,GA,30034-3820
2298,-83.791803,34.319142,450 Crescent Dr,Gainesville,GA,30501-5079
2598,-83.56079,32.828485,4164 Riggins Mill Rd,Macon,GA,31217-5440
2698,-84.58013,33.91553,1575 County Services Pkwy SW,Marietta,GA,30008-4007
2798,-85.206869,34.278504,200 Marable Way NW,Rome,GA,30165-1387
2998,-81.165635,32.060748,191 Carl Griffin Dr,Savannah,GA,31405-1362
3098,-83.992364,30.813388,400 S Pinetree Blvd,Thomasville,GA,31792-7128
3198,-82.406242,31.253397,3275 Harris Rd,Waycross,GA,31503-8956
4198,-84.336136,33.690002,1300 Constitution Rd SE,Atlanta,GA,30316-4604
4199,-83.255339,33.087571,800 N Glynn St,Milledgeville,GA,31061-5011
4203,-84.433492,31.753948,1666 Albany Hwy,Dawson,GA,39842-8004
4204,-82.748777,33.692939,1430 Industrial Park Rd,Washington,GA,30673-3685
4205,-83.045873,32.337809,2839 Railroad Ave,Cadwell,GA,31009-3465
5001,-84.2716,32.072381,300 McMath Mill Rd,Americus,GA,31719-8669
